CIF,Client Type,Name,Country,Transit,Address1,Address2,Address3,Address4,Email Address,Box Link,Telephone Contact,Risk Rating,Case Status,Current Case Status,Business Documents Outstanding,Entity Self-Certification Form Outstanding,UBOID Outstanding,UBO-Proof of Address Outstanding,UBO in order,ROS officer,File Review Date,1st Notice Date,1st Notice Type,2nd Notice Date,2nd Notice Type,3rd Notice Date,3rd Notice Type,Notification Expiry date,Refresh date (Last KYC),Next KYC Refresh date,Restraint date,Exception date,Exception expiry date,Updates to ICN,Updates on Core,Portfolio
847941757,Business,Michael Chan,Barbados,09488,#5,Dayrells Road,"Oistins, Christ Church",Barbados,michael.chan@example.com,https://box.com/v/client-docs-7802,+1-061-908-5802x6032,MEDIUM,Refresh Coming Due,Refresh Coming Due,NO,NO,NO,NO,YES,Robert Park,2023-11-22,2023-11-02,PHONE CALL,2023-11-12,LETTER,2023-11-22,LETTER,2023-12-07,2023-10-23,2026-10-22,,,,NO,YES,Premier Clients - Retail
818052396,Business,John Diaz,Curacao,AN0806100,Saliña Abouweg 3,,Santa Maria,Curacao,john.diaz@example.com,https://box.com/v/client-docs-7803,001-194-769-8332x8211,MEDIUM,Out Of Order,Out Of Order,YES,YES,NO,NO,NO,Heather Roberts,2021-09-03,2021-08-14,EMAIL,2021-08-24,LETTER,2021-09-03,PHONE CALL,2021-09-18,2021-08-04,2024-08-03,,2021-10-13,2021-11-02,NO,NO,Private Wealth
842442341,Personal,Amanda Simmons,Curacao,AN0806100,Saliña Abouweg 3,,Santa Maria,Curacao,amanda.simmons@example.com,https://box.com/v/client-docs-7804,263-241-3774x973,MEDIUM,Out Of Order,Out Of Order,YES,YES,NO,NO,YES,Shirley Watts,2022-05-18,2022-04-28,EMAIL,2022-05-08,EMAIL,2022-05-18,PHONE CALL,2022-06-02,2022-04-18,2025-04-17,,2022-06-27,2022-07-17,YES,NO,Premier Clients - Retail
836905757,Business,Benjamin Bailey,Trinidad and Tobago,05342,Unit 2,O’Meara Road,Arima,Trinidad and Tobago,benjamin.bailey@example.com,https://box.com/v/client-docs-7805,+1-819-191-5535x339,STANDARD,Pending Compliance Approval,Pending Compliance Approval,YES,NO,NO,NO,NO,Debra Phillips,2023-12-04,2023-11-14,LETTER,2023-11-24,PHONE CALL,2023-12-04,PHONE CALL,2023-12-19,2023-11-04,2026-11-03,,,,NO,NO,Premier Clients - Retail
852211109,Business,Kevin Martin,Bahamas,05625,#22,Queens Highway,"George Town, Exuma",The Bahamas,kevin.martin@example.com,https://box.com/v/client-docs-7806,+1-047-170-3439,STANDARD,Due for Restrain,Due for Restrain,NO,YES,YES,YES,YES,Jeremy Eaton,2022-11-04,2022-10-15,PHONE CALL,2022-10-25,LETTER,2022-11-04,EMAIL,2022-11-19,2022-10-05,2025-10-04,2022-12-04,,,YES,NO,Business Clients
848218319,Personal,Russell Weaver,Barbados,09488,#5,Dayrells Road,"Oistins, Christ Church",Barbados,russell.weaver@example.com,https://box.com/v/client-docs-7807,001-782-291-8913,STANDARD,Out Of Order,Out Of Order,YES,NO,NO,YES,YES,Erin Turner,2021-07-30,2021-07-10,PHONE CALL,2021-07-20,LETTER,2021-07-30,PHONE CALL,2021-08-14,2021-06-30,2024-06-29,,2021-09-08,2021-09-28,NO,YES,Business Clients
822898826,Business,Melissa Sullivan,Curacao,AN0806100,Saliña Abouweg 3,,Santa Maria,Curacao,melissa.sullivan@example.com,https://box.com/v/client-docs-7808,001-364-805-7935x9905,STANDARD,Refresh Coming Due,Refresh Coming Due,YES,YES,YES,NO,YES,Nicole Owen,2023-04-09,2023-03-20,EMAIL,2023-03-30,PHONE CALL,2023-04-09,PHONE CALL,2023-04-24,2023-03-10,2026-03-09,,,,YES,NO,Business Clients
854984676,Business,Brendan Gonzalez,Trinidad and Tobago,05342,Lot 12,La Seiva Road,"Maraval, Port of Spain",Trinidad and Tobago,brendan.gonzalez@example.com,https://box.com/v/client-docs-7809,648-424-8388,MEDIUM,Pending Compliance Approval,Pending Compliance Approval,YES,NO,YES,NO,NO,William Howard,2021-08-30,2021-08-10,LETTER,2021-08-20,EMAIL,2021-08-30,EMAIL,2021-09-14,2021-07-31,2024-07-30,,,,NO,NO,Private Wealth
847671802,Business,James Johnson,Barbados,09488,Lot 14,Grazettes Industrial Park,"Bridgetown, St. Michael",Barbados,james.johnson@example.com,https://box.com/v/client-docs-7810,371.471.5496,STANDARD,Pending Compliance Approval,Pending Compliance Approval,YES,NO,NO,YES,YES,Curtis Warren,2022-12-20,2022-11-30,LETTER,2022-12-10,EMAIL,2022-12-20,EMAIL,2023-01-04,2022-11-20,2025-11-19,,,,YES,YES,Premier Clients - Retail
829141231,Business,Jennifer Maldonado,Curacao,AN0806100,Kaya Seru Grandi 15,,Willemstad,Curacao,jennifer.maldonado@example.com,https://box.com/v/client-docs-7811,461.448.5367x9289,STANDARD,Due for Restrain,Due for Restrain,YES,NO,NO,YES,NO,Amber Mullins,2023-11-19,2023-10-30,LETTER,2023-11-09,LETTER,2023-11-19,EMAIL,2023-12-04,2023-10-20,2026-10-19,2023-12-19,,,NO,YES,Business Clients
815063901,Personal,Ashley Mclaughlin,Bahamas,05625,#9,East Street,"Nassau, New Providence",The Bahamas,ashley.mclaughlin@example.com,https://box.com/v/client-docs-7812,709-354-5418x8633,MEDIUM,Pending Compliance Approval,Pending Compliance Approval,YES,YES,YES,YES,YES,Robert Edwards,2023-06-05,2023-05-16,LETTER,2023-05-26,EMAIL,2023-06-05,LETTER,2023-06-20,2023-05-06,2026-05-05,,,,YES,NO,Private Wealth
815976279,Personal,Mary Sparks,Curacao,AN0806100,Saliña Abouweg 3,,Santa Maria,Curacao,mary.sparks@example.com,https://box.com/v/client-docs-7813,721-477-0760x8816,STANDARD,Refresh Coming Due,Refresh Coming Due,YES,YES,NO,YES,YES,Jason Castro,2023-03-28,2023-03-08,PHONE CALL,2023-03-18,PHONE CALL,2023-03-28,LETTER,2023-04-12,2023-02-26,2026-02-25,,,,NO,NO,Business Clients
844955168,Business,Kendra Vincent,Curacao,AN0806100,Saliña Abouweg 3,,Santa Maria,Curacao,kendra.vincent@example.com,https://box.com/v/client-docs-7814,664-137-3052,STANDARD,Refresh Coming Due,Refresh Coming Due,NO,NO,NO,YES,YES,Carolyn Franklin,2021-05-24,2021-05-04,PHONE CALL,2021-05-14,PHONE CALL,2021-05-24,EMAIL,2021-06-08,2021-04-24,2024-04-23,,,,NO,NO,Business Clients
819336913,Business,Nathan Hayes,Curacao,AN0806100,Saliña Abouweg 3,,Santa Maria,Curacao,nathan.hayes@example.com,https://box.com/v/client-docs-7815,(623)411-2394,STANDARD,Refresh Coming Due,Refresh Coming Due,YES,NO,NO,YES,NO,Holly Lane,2022-07-10,2022-06-20,PHONE CALL,2022-06-30,LETTER,2022-07-10,PHONE CALL,2022-07-25,2022-06-10,2025-06-09,,,,YES,YES,Premier Clients - Retail
803811576,Business,Brian Harmon,Trinidad and Tobago,05342,Apt 3B,Southern Main Road,"Curepe, Tunapuna",Trinidad and Tobago,brian.harmon@example.com,https://box.com/v/client-docs-7816,(388)805-8585x1920,MEDIUM,Refresh Coming Due,Refresh Coming Due,NO,NO,NO,NO,YES,Shelly Sampson,2022-08-27,2022-08-07,EMAIL,2022-08-17,EMAIL,2022-08-27,EMAIL,2022-09-11,2022-07-28,2025-07-27,,,,YES,YES,Private Wealth
816387434,Business,Sandra Owen,Barbados,09488,Lot 14,Grazettes Industrial Park,"Bridgetown, St. Michael",Barbados,sandra.owen@example.com,https://box.com/v/client-docs-7817,233.841.7354x451,STANDARD,Refresh Coming Due,Refresh Coming Due,YES,NO,YES,NO,NO,Christopher Daniel,2023-04-03,2023-03-14,PHONE CALL,2023-03-24,PHONE CALL,2023-04-03,PHONE CALL,2023-04-18,2023-03-04,2026-03-03,,,,YES,YES,Private Wealth
803417066,Business,Angela Ward,Trinidad and Tobago,05342,Apt 3B,Southern Main Road,"Curepe, Tunapuna",Trinidad and Tobago,angela.ward@example.com,https://box.com/v/client-docs-7818,945-678-2759,MEDIUM,Due for Restrain,Due for Restrain,NO,NO,YES,NO,YES,Nicole Romero,2022-06-05,2022-05-16,EMAIL,2022-05-26,PHONE CALL,2022-06-05,EMAIL,2022-06-20,2022-05-06,2025-05-05,2022-07-05,,,NO,YES,Premier Clients - Retail
820729158,Personal,James Stevenson,Barbados,09488,Lot 14,Grazettes Industrial Park,"Bridgetown, St. Michael",Barbados,james.stevenson@example.com,https://box.com/v/client-docs-7819,001-300-738-7223,MEDIUM,Out Of Order,Out Of Order,NO,YES,NO,YES,NO,Dr. Ryan Thompson Jr.,2021-11-12,2021-10-23,EMAIL,2021-11-02,PHONE CALL,2021-11-12,LETTER,2021-11-27,2021-10-13,2024-10-12,,2021-12-22,2022-01-11,YES,YES,Business Clients
855113491,Personal,Donna Smith,Bahamas,05625,#9,East Street,"Nassau, New Providence",The Bahamas,donna.smith@example.com,https://box.com/v/client-docs-7820,1567539575,MEDIUM,Out Of Order,Out Of Order,YES,NO,YES,YES,YES,Christopher Barrett,2022-07-26,2022-07-06,LETTER,2022-07-16,PHONE CALL,2022-07-26,EMAIL,2022-08-10,2022-06-26,2025-06-25,,2022-09-04,2022-09-24,YES,NO,Business Clients
855091933,Personal,Linda Hudson DVM,Curacao,AN0806100,Kaya Seru Grandi 15,,Willemstad,Curacao,linda.hudson.dvm@example.com,https://box.com/v/client-docs-7821,547-081-6062x878,STANDARD,Refresh Coming Due,Refresh Coming Due,NO,YES,NO,YES,NO,Jade Morgan,2021-07-13,2021-06-23,EMAIL,2021-07-03,EMAIL,2021-07-13,EMAIL,2021-07-28,2021-06-13,2024-06-12,,,,NO,NO,Business Clients
826397270,Personal,Samantha West,Barbados,09488,#5,Dayrells Road,"Oistins, Christ Church",Barbados,samantha.west@example.com,https://box.com/v/client-docs-7822,001-431-220-0739x378,MEDIUM,Pending Compliance Approval,Pending Compliance Approval,YES,YES,YES,YES,YES,Marie Morgan,2022-08-07,2022-07-18,PHONE CALL,2022-07-28,EMAIL,2022-08-07,EMAIL,2022-08-22,2022-07-08,2025-07-07,,,,YES,NO,Premier Clients - Retail
852142527,Business,Sarah Oconnell,Bahamas,05625,#22,Queens Highway,"George Town, Exuma",The Bahamas,sarah.oconnell@example.com,https://box.com/v/client-docs-7823,(785)718-4409x26564,STANDARD,Due for Restrain,Due for Restrain,NO,YES,YES,YES,NO,Daniel Ramos,2023-08-21,2023-08-01,EMAIL,2023-08-11,PHONE CALL,2023-08-21,PHONE CALL,2023-09-05,2023-07-22,2026-07-21,2023-09-20,,,NO,NO,Premier Clients - Retail
838310994,Personal,Kyle Sellers,Bahamas,05625,#22,Queens Highway,"George Town, Exuma",The Bahamas,kyle.sellers@example.com,https://box.com/v/client-docs-7824,079.460.5210,MEDIUM,Out Of Order,Out Of Order,YES,YES,YES,YES,YES,Joe Morrow,2023-01-03,2022-12-14,LETTER,2022-12-24,EMAIL,2023-01-03,LETTER,2023-01-18,2022-12-04,2025-12-03,,2023-02-12,2023-03-04,NO,YES,Business Clients
811777974,Business,Elizabeth Ford,Trinidad and Tobago,05342,Apt 3B,Southern Main Road,"Curepe, Tunapuna",Trinidad and Tobago,elizabeth.ford@example.com,https://box.com/v/client-docs-7825,0889876739,MEDIUM,Pending Compliance Approval,Pending Compliance Approval,NO,YES,NO,NO,NO,Patricia Shaffer,2023-09-09,2023-08-20,PHONE CALL,2023-08-30,LETTER,2023-09-09,LETTER,2023-09-24,2023-08-10,2026-08-09,,,,YES,YES,Private Wealth
819376692,Personal,Maria Hardy,Curacao,AN0806100,Kaya Seru Grandi 15,,Willemstad,Curacao,maria.hardy@example.com,https://box.com/v/client-docs-7826,496-661-6961,STANDARD,Due for Restrain,Due for Restrain,NO,YES,NO,NO,YES,Heather Lambert,2023-12-30,2023-12-10,PHONE CALL,2023-12-20,PHONE CALL,2023-12-30,PHONE CALL,2024-01-14,2023-11-30,2026-11-29,2024-01-29,,,NO,YES,Premier Clients - Retail
831358058,Business,Lauren Carter,Curacao,AN0806100,Saliña Abouweg 3,,Santa Maria,Curacao,lauren.carter@example.com,https://box.com/v/client-docs-7827,533.136.6381,STANDARD,Out Of Order,Out Of Order,NO,YES,NO,NO,YES,Kayla Leach,2023-01-31,2023-01-11,PHONE CALL,2023-01-21,LETTER,2023-01-31,EMAIL,2023-02-15,2023-01-01,2025-12-31,,2023-03-12,2023-04-01,NO,NO,Private Wealth
848772713,Personal,Michael Young,Curacao,AN0806100,Saliña Abouweg 3,,Santa Maria,Curacao,michael.young@example.com,https://box.com/v/client-docs-7828,+1-985-815-2176x009,STANDARD,Refresh Coming Due,Refresh Coming Due,NO,NO,NO,YES,NO,Cathy Elliott,2021-10-13,2021-09-23,PHONE CALL,2021-10-03,EMAIL,2021-10-13,LETTER,2021-10-28,2021-09-13,2024-09-12,,,,YES,NO,Private Wealth
824341330,Business,Philip Williams,Bahamas,05625,#22,Queens Highway,"George Town, Exuma",The Bahamas,philip.williams@example.com,https://box.com/v/client-docs-7829,640-239-2891x91496,MEDIUM,Out Of Order,Out Of Order,NO,NO,YES,YES,YES,Jo Soto,2021-06-12,2021-05-23,LETTER,2021-06-02,LETTER,2021-06-12,LETTER,2021-06-27,2021-05-13,2024-05-12,,2021-07-22,2021-08-11,NO,YES,Private Wealth
856479201,Personal,Karla Hughes,Trinidad and Tobago,05342,Lot 12,La Seiva Road,"Maraval, Port of Spain",Trinidad and Tobago,karla.hughes@example.com,https://box.com/v/client-docs-7830,383-122-5484x69523,MEDIUM,Out Of Order,Out Of Order,NO,NO,NO,YES,YES,Jason Mckinney,2022-04-13,2022-03-24,LETTER,2022-04-03,PHONE CALL,2022-04-13,PHONE CALL,2022-04-28,2022-03-14,2025-03-13,,2022-05-23,2022-06-12,NO,NO,Premier Clients - Retail
847178911,Personal,Nichole Leonard,Curacao,AN0806100,Saliña Abouweg 3,,Santa Maria,Curacao,nichole.leonard@example.com,https://box.com/v/client-docs-7831,141.593.1638x80989,STANDARD,Out Of Order,Out Of Order,NO,NO,YES,YES,YES,Shannon Gutierrez,2022-11-05,2022-10-16,EMAIL,2022-10-26,LETTER,2022-11-05,EMAIL,2022-11-20,2022-10-06,2025-10-05,,2022-12-15,2023-01-04,NO,NO,Premier Clients - Retail
817731541,Personal,Samuel Stone,Trinidad and Tobago,05342,Unit 2,O’Meara Road,Arima,Trinidad and Tobago,samuel.stone@example.com,https://box.com/v/client-docs-7832,(583)086-9596,MEDIUM,Refresh Coming Due,Refresh Coming Due,YES,NO,YES,NO,YES,Michael Charles,2023-07-14,2023-06-24,LETTER,2023-07-04,PHONE CALL,2023-07-14,PHONE CALL,2023-07-29,2023-06-14,2026-06-13,,,,NO,YES,Business Clients
815194997,Business,Raymond Knight,Trinidad and Tobago,05342,Apt 3B,Southern Main Road,"Curepe, Tunapuna",Trinidad and Tobago,raymond.knight@example.com,https://box.com/v/client-docs-7833,463-618-9025x82572,MEDIUM,Out Of Order,Out Of Order,YES,NO,NO,NO,YES,Angela Colon,2023-12-28,2023-12-08,LETTER,2023-12-18,PHONE CALL,2023-12-28,LETTER,2024-01-12,2023-11-28,2026-11-27,,2024-02-06,2024-02-26,NO,NO,Business Clients
803398239,Personal,Christina Gregory,Barbados,09488,#5,Dayrells Road,"Oistins, Christ Church",Barbados,christina.gregory@example.com,https://box.com/v/client-docs-7834,001-971-980-8504x2358,STANDARD,Pending Compliance Approval,Pending Compliance Approval,NO,NO,YES,YES,NO,Dr. Heather Mendoza,2021-12-26,2021-12-06,LETTER,2021-12-16,LETTER,2021-12-26,EMAIL,2022-01-10,2021-11-26,2024-11-25,,,,NO,YES,Business Clients
846530670,Personal,Carolyn Campbell,Trinidad and Tobago,05342,Lot 12,La Seiva Road,"Maraval, Port of Spain",Trinidad and Tobago,carolyn.campbell@example.com,https://box.com/v/client-docs-7835,001-063-659-0930,MEDIUM,Out Of Order,Out Of Order,NO,NO,YES,YES,NO,Melissa Mccall,2022-11-24,2022-11-04,PHONE CALL,2022-11-14,EMAIL,2022-11-24,PHONE CALL,2022-12-09,2022-10-25,2025-10-24,,2023-01-03,2023-01-23,NO,NO,Private Wealth
822934441,Personal,Susan Bryan,Bahamas,05625,#9,East Street,"Nassau, New Providence",The Bahamas,susan.bryan@example.com,https://box.com/v/client-docs-7836,6233838386,MEDIUM,Due for Restrain,Due for Restrain,YES,NO,NO,NO,NO,Sydney Jenkins,2021-03-11,2021-02-19,LETTER,2021-03-01,LETTER,2021-03-11,PHONE CALL,2021-03-26,2021-02-09,2024-02-09,2021-04-10,,,NO,YES,Business Clients
822802104,Business,Karen Moss,Trinidad and Tobago,05342,Apt 3B,Southern Main Road,"Curepe, Tunapuna",Trinidad and Tobago,karen.moss@example.com,https://box.com/v/client-docs-7837,+1-406-558-3247x539,MEDIUM,Out Of Order,Out Of Order,YES,YES,NO,NO,YES,Paul Chavez,2023-06-08,2023-05-19,PHONE CALL,2023-05-29,PHONE CALL,2023-06-08,PHONE CALL,2023-06-23,2023-05-09,2026-05-08,,2023-07-18,2023-08-07,YES,YES,Business Clients
846896236,Business,Brittney Greene,Bahamas,05625,#22,Queens Highway,"George Town, Exuma",The Bahamas,brittney.greene@example.com,https://box.com/v/client-docs-7838,740.144.3623,STANDARD,Pending Compliance Approval,Pending Compliance Approval,YES,NO,YES,YES,YES,Jeffrey Nelson,2023-05-08,2023-04-18,PHONE CALL,2023-04-28,LETTER,2023-05-08,EMAIL,2023-05-23,2023-04-08,2026-04-07,,,,NO,NO,Premier Clients - Retail
806489265,Business,Jamie White,Curacao,AN0806100,Kaya Seru Grandi 15,,Willemstad,Curacao,jamie.white@example.com,https://box.com/v/client-docs-7839,868-469-1380x475,MEDIUM,Due for Restrain,Due for Restrain,NO,NO,YES,NO,NO,Kelly Jordan,2023-12-20,2023-11-30,EMAIL,2023-12-10,PHONE CALL,2023-12-20,PHONE CALL,2024-01-04,2023-11-20,2026-11-19,2024-01-19,,,YES,YES,Business Clients
805022250,Personal,Jennifer Oneill,Curacao,AN0806100,Kaya Seru Grandi 15,,Willemstad,Curacao,jennifer.oneill@example.com,https://box.com/v/client-docs-7840,001-744-664-3550x097,MEDIUM,Due for Restrain,Due for Restrain,YES,YES,NO,NO,YES,Brianna Hoffman,2023-10-22,2023-10-02,EMAIL,2023-10-12,EMAIL,2023-10-22,LETTER,2023-11-06,2023-09-22,2026-09-21,2023-11-21,,,YES,YES,Premier Clients - Retail
835464592,Business,Olivia Kelly,Curacao,AN0806100,Saliña Abouweg 3,,Santa Maria,Curacao,olivia.kelly@example.com,https://box.com/v/client-docs-7841,465.536.1733x82249,STANDARD,Out Of Order,Out Of Order,YES,YES,YES,YES,NO,Debra Lee,2021-11-21,2021-11-01,PHONE CALL,2021-11-11,EMAIL,2021-11-21,LETTER,2021-12-06,2021-10-22,2024-10-21,,2021-12-31,2022-01-20,YES,YES,Business Clients
822457343,Business,Christopher Middleton,Trinidad and Tobago,05342,Unit 2,O’Meara Road,Arima,Trinidad and Tobago,christopher.middleton@example.com,https://box.com/v/client-docs-7842,580-540-2167,STANDARD,Refresh Coming Due,Refresh Coming Due,NO,YES,NO,NO,NO,Hannah Miller,2021-02-20,2021-01-31,LETTER,2021-02-10,LETTER,2021-02-20,EMAIL,2021-03-07,2021-01-21,2024-01-21,,,,YES,NO,Business Clients
853848879,Personal,Rachel Reid,Curacao,AN0806100,Kaya Seru Grandi 15,,Willemstad,Curacao,rachel.reid@example.com,https://box.com/v/client-docs-7843,434.853.1580x808,STANDARD,Refresh Coming Due,Refresh Coming Due,NO,NO,YES,YES,YES,Kimberly Davis,2023-07-09,2023-06-19,PHONE CALL,2023-06-29,LETTER,2023-07-09,PHONE CALL,2023-07-24,2023-06-09,2026-06-08,,,,YES,YES,Premier Clients - Retail
829164180,Business,Sherry Harper,Trinidad and Tobago,05342,Lot 12,La Seiva Road,"Maraval, Port of Spain",Trinidad and Tobago,sherry.harper@example.com,https://box.com/v/client-docs-7844,769.025.1899,STANDARD,Due for Restrain,Due for Restrain,YES,NO,NO,NO,YES,Angela Gill,2023-09-15,2023-08-26,EMAIL,2023-09-05,EMAIL,2023-09-15,PHONE CALL,2023-09-30,2023-08-16,2026-08-15,2023-10-15,,,YES,NO,Business Clients
816701380,Business,Lisa Mckinney,Barbados,09488,Lot 14,Grazettes Industrial Park,"Bridgetown, St. Michael",Barbados,lisa.mckinney@example.com,https://box.com/v/client-docs-7845,569.225.8776x85860,STANDARD,Pending Compliance Approval,Pending Compliance Approval,NO,YES,YES,YES,NO,Dillon Wise,2023-02-24,2023-02-04,PHONE CALL,2023-02-14,EMAIL,2023-02-24,PHONE CALL,2023-03-11,2023-01-25,2026-01-24,,,,YES,YES,Private Wealth
855567719,Business,Shane Estrada,Curacao,AN0806100,Saliña Abouweg 3,,Santa Maria,Curacao,shane.estrada@example.com,https://box.com/v/client-docs-7846,2829071211,MEDIUM,Pending Compliance Approval,Pending Compliance Approval,NO,YES,YES,YES,NO,Patrick Bradshaw,2023-04-25,2023-04-05,LETTER,2023-04-15,PHONE CALL,2023-04-25,EMAIL,2023-05-10,2023-03-26,2026-03-25,,,,NO,YES,Private Wealth
854485703,Personal,Daniel Lindsey,Bahamas,05625,#9,East Street,"Nassau, New Providence",The Bahamas,daniel.lindsey@example.com,https://box.com/v/client-docs-7847,197.694.4891,STANDARD,Refresh Coming Due,Refresh Coming Due,NO,YES,NO,YES,NO,Jessica Macias,2021-10-31,2021-10-11,LETTER,2021-10-21,EMAIL,2021-10-31,LETTER,2021-11-15,2021-10-01,2024-09-30,,,,NO,NO,Business Clients
843000668,Personal,Robert Cohen,Trinidad and Tobago,05342,Unit 2,O’Meara Road,Arima,Trinidad and Tobago,robert.cohen@example.com,https://box.com/v/client-docs-7848,(155)106-7606x912,STANDARD,Due for Restrain,Due for Restrain,NO,NO,YES,YES,NO,Caleb Burns,2023-11-11,2023-10-22,EMAIL,2023-11-01,PHONE CALL,2023-11-11,LETTER,2023-11-26,2023-10-12,2026-10-11,2023-12-11,,,NO,YES,Private Wealth
801949567,Personal,Seth Smith,Barbados,09488,Lot 14,Grazettes Industrial Park,"Bridgetown, St. Michael",Barbados,seth.smith@example.com,https://box.com/v/client-docs-7849,646.777.4072x4488,STANDARD,Refresh Coming Due,Refresh Coming Due,YES,YES,YES,NO,NO,Traci Owens,2021-02-08,2021-01-19,PHONE CALL,2021-01-29,EMAIL,2021-02-08,PHONE CALL,2021-02-23,2021-01-09,2024-01-09,,,,YES,YES,Business Clients
856284945,Business,Jennifer Parks,Curacao,AN0806100,Saliña Abouweg 3,,Santa Maria,Curacao,jennifer.parks@example.com,https://box.com/v/client-docs-7850,183.991.0433x031,STANDARD,Out Of Order,Out Of Order,YES,NO,YES,YES,NO,Jessica Frazier,2021-03-07,2021-02-15,LETTER,2021-02-25,LETTER,2021-03-07,PHONE CALL,2021-03-22,2021-02-05,2024-02-05,,2021-04-16,2021-05-06,YES,NO,Private Wealth
851181387,Business,Joshua Pierce,Trinidad and Tobago,05342,Apt 3B,Southern Main Road,"Curepe, Tunapuna",Trinidad and Tobago,joshua.pierce@example.com,https://box.com/v/client-docs-7851,+1-983-852-3438x5629,STANDARD,Due for Restrain,Due for Restrain,YES,NO,YES,NO,YES,Kimberly Fox,2022-03-13,2022-02-21,PHONE CALL,2022-03-03,LETTER,2022-03-13,PHONE CALL,2022-03-28,2022-02-11,2025-02-10,2022-04-12,,,YES,YES,Private Wealth
821046244,Personal,Javier King,Curacao,AN0806100,Kaya Seru Grandi 15,,Willemstad,Curacao,javier.king@example.com,https://box.com/v/client-docs-7852,023.457.7477,STANDARD,Out Of Order,Out Of Order,YES,NO,YES,YES,NO,David Rosario,2021-08-30,2021-08-10,PHONE CALL,2021-08-20,LETTER,2021-08-30,EMAIL,2021-09-14,2021-07-31,2024-07-30,,2021-10-09,2021-10-29,NO,NO,Private Wealth
810861166,Business,James Owens,Bahamas,05625,#22,Queens Highway,"George Town, Exuma",The Bahamas,james.owens@example.com,https://box.com/v/client-docs-7853,191.237.3187x1105,MEDIUM,Out Of Order,Out Of Order,NO,NO,NO,YES,NO,Dalton Le,2021-02-24,2021-02-04,EMAIL,2021-02-14,PHONE CALL,2021-02-24,EMAIL,2021-03-11,2021-01-25,2024-01-25,,2021-04-05,2021-04-25,NO,YES,Premier Clients - Retail
834076655,Personal,Justin West,Barbados,09488,Lot 14,Grazettes Industrial Park,"Bridgetown, St. Michael",Barbados,justin.west@example.com,https://box.com/v/client-docs-7854,881.589.8096x3389,STANDARD,Due for Restrain,Due for Restrain,NO,NO,YES,NO,YES,Sarah Williamson,2022-12-15,2022-11-25,PHONE CALL,2022-12-05,PHONE CALL,2022-12-15,LETTER,2022-12-30,2022-11-15,2025-11-14,2023-01-14,,,NO,YES,Premier Clients - Retail
847489948,Business,Hannah Allen,Bahamas,05625,#22,Queens Highway,"George Town, Exuma",The Bahamas,hannah.allen@example.com,https://box.com/v/client-docs-7855,353.113.4076x10984,MEDIUM,Out Of Order,Out Of Order,YES,NO,NO,NO,YES,Craig Lopez,2023-05-14,2023-04-24,PHONE CALL,2023-05-04,PHONE CALL,2023-05-14,EMAIL,2023-05-29,2023-04-14,2026-04-13,,2023-06-23,2023-07-13,NO,NO,Private Wealth
801536699,Business,Dr. Stephanie Santana MD,Curacao,AN0806100,Kaya Seru Grandi 15,,Willemstad,Curacao,dr..stephanie.santana.md@example.com,https://box.com/v/client-docs-7856,(343)533-0205x6861,MEDIUM,Out Of Order,Out Of Order,NO,YES,NO,YES,NO,Edward Galloway,2022-04-03,2022-03-14,EMAIL,2022-03-24,LETTER,2022-04-03,EMAIL,2022-04-18,2022-03-04,2025-03-03,,2022-05-13,2022-06-02,NO,NO,Business Clients
820478765,Business,Melissa Johnson,Barbados,09488,Lot 14,Grazettes Industrial Park,"Bridgetown, St. Michael",Barbados,melissa.johnson@example.com,https://box.com/v/client-docs-7857,162-759-7280,STANDARD,Due for Restrain,Due for Restrain,NO,NO,YES,YES,NO,Michelle Mitchell,2022-02-16,2022-01-27,EMAIL,2022-02-06,EMAIL,2022-02-16,PHONE CALL,2022-03-03,2022-01-17,2025-01-16,2022-03-18,,,YES,YES,Private Wealth
858990666,Business,Rachel Walker,Trinidad and Tobago,05342,Lot 12,La Seiva Road,"Maraval, Port of Spain",Trinidad and Tobago,rachel.walker@example.com,https://box.com/v/client-docs-7858,186-074-8636x724,STANDARD,Pending Compliance Approval,Pending Compliance Approval,NO,YES,NO,NO,YES,Isaac Jackson,2022-01-16,2021-12-27,EMAIL,2022-01-06,PHONE CALL,2022-01-16,EMAIL,2022-01-31,2021-12-17,2024-12-16,,,,NO,NO,Business Clients
818406098,Personal,Troy Roberson,Trinidad and Tobago,05342,Apt 3B,Southern Main Road,"Curepe, Tunapuna",Trinidad and Tobago,troy.roberson@example.com,https://box.com/v/client-docs-7859,001-303-512-0374x524,MEDIUM,Refresh Coming Due,Refresh Coming Due,NO,YES,NO,YES,YES,Thomas Brown,2022-11-19,2022-10-30,EMAIL,2022-11-09,EMAIL,2022-11-19,PHONE CALL,2022-12-04,2022-10-20,2025-10-19,,,,YES,YES,Business Clients
832406745,Business,Scott Lloyd,Curacao,AN0806100,Kaya Seru Grandi 15,,Willemstad,Curacao,scott.lloyd@example.com,https://box.com/v/client-docs-7860,904-457-5572x2299,MEDIUM,Pending Compliance Approval,Pending Compliance Approval,NO,NO,NO,YES,YES,Rachel Mooney,2021-05-11,2021-04-21,EMAIL,2021-05-01,EMAIL,2021-05-11,EMAIL,2021-05-26,2021-04-11,2024-04-10,,,,YES,YES,Business Clients
